strideIndex,timestamp
3.160000000000000000e+02,1.584945395999999951e+00
4.580000000000000000e+02,2.294811361999999910e+00
6.860000000000000000e+02,3.434932904000000065e+00
8.340000000000000000e+02,4.174870420000000415e+00
9.780000000000000000e+02,4.894648723999999618e+00
1.124000000000000000e+03,5.624840794999999893e+00
1.274000000000000000e+03,6.374805865999999988e+00
1.417000000000000000e+03,7.089628504000000220e+00
1.565000000000000000e+03,7.829763521000000281e+00
1.710000000000000000e+03,8.554581265999999573e+00
1.848000000000000000e+03,9.244515467999999458e+00
1.993000000000000000e+03,9.969550497000000178e+00
2.142000000000000000e+03,1.071454514300000049e+01
2.279000000000000000e+03,1.139961274200000041e+01
2.424000000000000000e+03,1.212461846299999912e+01
2.568000000000000000e+03,1.284459737699999948e+01
2.697000000000000000e+03,1.348939244399999993e+01
2.857000000000000000e+03,1.428931554400000081e+01
3.766000000000000000e+03,1.883428411299999894e+01
