displacement,heading_change
1.250154889066671382e+00,-2.351537771409454969e+00
1.366312069429741261e+00,2.410659196766745449e+00
1.379793522862188038e+00,1.310072699572524479e+00
1.337970604678361264e+00,2.911403147762869348e-01
1.371572659518052184e+00,-5.924395549861827259e-01
1.273653666171384424e+00,-1.608663180330468290e+00
1.327553857579079288e+00,-2.474947448330294009e+00
1.412509936187396287e+00,2.811343488462784368e+00
1.351082781245094511e+00,1.857362024325825534e+00
1.381903170525420554e+00,8.231869565528215915e-01
1.405648683684330713e+00,7.080423723191021923e-02
1.303567919044122503e+00,-1.038785365850036113e+00
1.188040419726456687e+00,-2.610188537493238314e+00
