strideIndex,timestamp,gcpX,gcpY
5.980000000000000000e+02,2.989742041000000405e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.710000000000000000e+02,3.854585886000000183e+00,-8.523531934278981703e-01,2.927371408845552692e-01
9.500000000000000000e+02,4.749402046000000155e+00,-2.620268643376411521e+00,1.082673190089392001e+00
1.120000000000000000e+03,5.599242209999999886e+00,-4.533578322427981533e+00,1.856908343029106012e+00
1.286000000000000000e+03,6.429109572999999855e+00,-6.559636044101013752e+00,2.678014370560922952e+00
1.452000000000000000e+03,7.258983612000000640e+00,-8.700122986231201949e+00,3.472010372169338499e+00
1.614000000000000000e+03,8.068878173999999959e+00,-1.120878298659886774e+01,4.380346214551057216e+00
1.772000000000000000e+03,8.858798027000000630e+00,-1.366198356016456295e+01,5.230947734569063812e+00
1.925000000000000000e+03,9.623740195999999969e+00,-1.604495433693110940e+01,6.162244828452990930e+00
2.088000000000000000e+03,1.043868445999999928e+01,-1.857475030344715350e+01,7.123128467505688732e+00
2.265000000000000000e+03,1.132361794000000010e+01,-2.081302221717787049e+01,7.926510593398618632e+00
2.440000000000000000e+03,1.219856453000000052e+01,-2.252760624003680689e+01,8.499638527246604625e+00
2.672000000000000000e+03,1.335850048000000001e+01,-2.412005888432097933e+01,9.022438274484828824e+00
2.887000000000000000e+03,1.443344783999999947e+01,-2.544547074065105363e+01,9.839030835741459313e+00
3.091000000000000000e+03,1.545340920000000118e+01,-2.456819534438517749e+01,1.068702192007345708e+01
3.256000000000000000e+03,1.627837943999999837e+01,-2.306849083018935431e+01,1.015256951798260765e+01
3.427000000000000000e+03,1.713337707999999893e+01,-2.113868658646170928e+01,9.359468275460077535e+00
3.590000000000000000e+03,1.794837761000000143e+01,-1.881008721872125378e+01,8.540922012528824325e+00
3.739000000000000000e+03,1.869336700000000207e+01,-1.627485673998819138e+01,7.652636349184565034e+00
3.891000000000000000e+03,1.945334624999999917e+01,-1.348657332821210630e+01,6.641272608676581868e+00
4.064000000000000000e+03,2.031832314000000039e+01,-1.124721506970422880e+01,5.832161621201703561e+00
4.275000000000000000e+03,2.137330436999999961e+01,-9.672250051525743686e+00,5.134632989879628795e+00
4.462000000000000000e+03,2.230828667000000110e+01,-8.202129851833726448e+00,4.534349224933831302e+00
4.667000000000000000e+03,2.333327102999999880e+01,-6.672447813759201374e+00,3.997377286754411507e+00
4.875000000000000000e+03,2.437326240999999882e+01,-5.133974484458693865e+00,3.478480558078065776e+00
5.067000000000000000e+03,2.533326531000000159e+01,-3.638121049321678235e+00,2.982747262253798937e+00
5.288000000000000000e+03,2.643827437999999930e+01,-2.161381132625518120e+00,2.452493343422248007e+00
5.503000000000000000e+03,2.751326942000000031e+01,-7.032068218185756336e-01,2.056966252943353002e+00
6.000000000000000000e+03,2.999827575999999851e+01,3.256787920635665357e-01,8.839102468011196256e-01
