displacement,heading_change
8.992269044030106739e-01,-2.091632980124585206e+00
1.024176932073666890e+00,-1.971351052826734659e-02
1.512872772089350226e+00,1.080539150495191336e+00
1.408201547166066714e+00,2.335408805045702696e+00
1.603588942091385583e+00,-2.619811517520010735e+00
1.635220267683757500e+00,-1.304768758016733976e+00
1.421723911842219135e+00,1.381546708061068274e-01
1.541752246972177609e+00,1.091395412072902804e+00
1.449323176096708909e+00,2.396118541354330667e+00
1.584594842506371837e+00,-2.725307029330642727e+00
1.503880562791051201e+00,-1.613872770421874270e+00
1.469093990561437746e+00,-1.869676553441065314e-01
1.644918938293406185e+00,8.427064420713390458e-01
1.386826264407535758e+00,2.264999431038476896e+00
1.710238482543274374e+00,-2.704582397993366971e+00
1.453508438935907199e+00,-1.473971821749220590e+00
1.421715749014117680e+00,-9.816387936346199217e-02
1.535068886785750486e+00,1.008386111515250816e+00
1.435261345930636923e+00,2.379921010562876305e+00
1.548371342054527311e+00,-2.670545233213649006e+00
1.551028994765006663e+00,-1.457228881567108614e+00
1.529358531961510392e+00,5.697159502616094134e-02
1.599578693123862694e+00,1.235859268993154902e+00
1.121232147221959963e+00,2.964698255949391292e+00
1.178408428279315467e+00,-1.588278985213287031e+00
