displacement,heading_change
7.241960984841617766e-01,-2.731612527259703160e+00
1.381328316574692350e+00,2.162576418485880669e+00
1.157366230126587903e+00,5.102673448634886810e-01
1.679080063619450502e+00,-1.942332956409016653e-01
1.128586537904636256e+00,-1.216219009136708218e+00
1.009676632924280115e+00,-2.121457832755223372e+00
1.503162604408381897e+00,3.035837589893435329e+00
1.960710273131119452e+00,1.614812694374636370e+00
1.103204842898739102e+00,4.899109552902944920e-01
1.089088807466615405e+00,-7.304794466333321967e-01
1.622522643215132510e+00,-1.478531580009101898e+00
1.153651258199569707e+00,-2.737142099151819163e+00
1.230356721591564728e+00,2.510550625314436068e+00
1.654563051569685861e+00,1.564630036657770118e+00
1.006224460638793783e+00,3.124610156854686349e-01
1.248112565585968836e+00,-5.603305240262236309e-01
1.516099068305633235e+00,-1.542296837034594859e+00
1.071669987472509078e+00,-2.738884759858327911e+00
1.586352522614370431e+00,2.577441976244417177e+00
8.339217197624322342e-01,1.630021972175669465e+00
1.282387229393784134e+00,-5.882431551021161109e-01
1.502494454046546357e+00,-7.735290243272395783e-01
3.427902050536335565e-01,3.071535881361799003e+00
1.360279927738523353e+00,2.280328718717818948e+00
