strideIndex,timestamp,gcpX,gcpY
5.290000000000000000e+02,2.649904929999999936e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.640000000000000000e+02,3.824912333999999969e+00,9.726056948980921213e-01,-7.854459936297980560e-01
9.990000000000000000e+02,4.999890562000000038e+00,1.681679140520658533e-01,-1.889841089515732708e+00
1.274000000000000000e+03,6.374889277000000298e+00,-1.194150795888584415e+00,-1.670939517392345586e+00
1.479000000000000000e+03,7.399873340000000077e+00,-1.705976686975585244e+00,-4.347358140342068022e-01
1.749000000000000000e+03,8.749916660000000235e+00,-1.059224288055570451e+00,7.747776810656323843e-01
1.989000000000000000e+03,9.949855727999999289e+00,2.118595219055956214e-01,8.556455325667976508e-01
2.239000000000000000e+03,1.119974087199999957e+01,1.134154026065318011e+00,-9.922204588053162855e-02
2.459000000000000000e+03,1.229985581300000064e+01,8.137197851803489312e-01,-1.474905954740628911e+00
2.719000000000000000e+03,1.359976516400000079e+01,-4.369500575683223365e-01,-1.986031796599553312e+00
2.954000000000000000e+03,1.477483417900000084e+01,-1.540225008357274161e+00,-1.153901544974337057e+00
3.184000000000000000e+03,1.592478063599999949e+01,-1.781092420471362736e+00,2.309562497919535606e-01
3.439000000000000000e+03,1.719980079100000125e+01,-7.304012434804632026e-01,1.002537334419163706e+00
4.199000000000000000e+03,2.099967021899999864e+01,-2.778204644015133673e-02,4.453613251269300521e-02
