displacement,heading_change
1.034053336202465978e+00,-1.774771016542135982e+00
1.201230347801896636e+00,-1.588223973080633289e-01
1.404066508115365819e+00,8.275182126745602718e-01
1.430373955239918615e+00,1.849562732097039142e+00
1.471562381008568066e+00,2.673578931654068569e+00
1.406183305348662094e+00,-2.455521188962137114e+00
1.474496261459323776e+00,-1.421559249870966823e+00
1.440587555632613981e+00,-4.143027159600449205e-01
1.462059242251541269e+00,7.569923892732679516e-01
1.507995457914614867e+00,1.816472787102752395e+00
1.514264069519668743e+00,2.851151359128029750e+00
1.431033927065464617e+00,-2.164573161290363146e+00
1.542150779171403752e+00,-1.196751582576595974e+00
1.535651723963019855e+00,1.191154187930898167e-01
1.485113774576904522e+00,1.331595315998336471e+00
1.498472122069696599e+00,2.426974940336319886e+00
1.401544571794983929e+00,-2.622378276728898783e+00
1.386941789887039533e+00,-9.330831910793355721e-01
