strideIndex,timestamp
4.090000000000000000e+02,2.050231721999999923e+00
5.740000000000000000e+02,2.875087120999999968e+00
7.340000000000000000e+02,3.675174818999999982e+00
8.760000000000000000e+02,4.385010609000000059e+00
1.029000000000000000e+03,5.150122502000000324e+00
1.184000000000000000e+03,5.925062542000000043e+00
1.344000000000000000e+03,6.724920962999999752e+00
1.494000000000000000e+03,7.474907012000000073e+00
1.649000000000000000e+03,8.249986764000000861e+00
1.794000000000000000e+03,8.974821027000000839e+00
1.944000000000000000e+03,9.724991863999999708e+00
2.099000000000000000e+03,1.049975541999999962e+01
2.254000000000000000e+03,1.127480419699999992e+01
2.409000000000000000e+03,1.204971131900000003e+01
2.559000000000000000e+03,1.279974655400000039e+01
2.724000000000000000e+03,1.362467721199999993e+01
2.874000000000000000e+03,1.437464162999999928e+01
3.024000000000000000e+03,1.512462428099999912e+01
3.174000000000000000e+03,1.587478562999999987e+01
3.319000000000000000e+03,1.659954982000000001e+01
3.474000000000000000e+03,1.737455393799999825e+01
3.624000000000000000e+03,1.812453494200000037e+01
3.779000000000000000e+03,1.889953995400000153e+01
3.929000000000000000e+03,1.964948077000000026e+01
4.079000000000000000e+03,2.039962512199999978e+01
4.229000000000000000e+03,2.114947116300000118e+01
4.379000000000000000e+03,2.189942971400000005e+01
4.522000000000000000e+03,2.261455253300000123e+01
4.684000000000000000e+03,2.342453854400000068e+01
4.834000000000000000e+03,2.417449988299999930e+01
4.984000000000000000e+03,2.492422298900000044e+01
5.134000000000000000e+03,2.567438962499999988e+01
5.289000000000000000e+03,2.644934788400000159e+01
5.420000000000000000e+03,2.710420068599999865e+01
5.584000000000000000e+03,2.792426214700000031e+01
5.749000000000000000e+03,2.874913452199999853e+01
5.899000000000000000e+03,2.949918082399999975e+01
6.049000000000000000e+03,3.024914091699999830e+01
6.204000000000000000e+03,3.102426796199999970e+01
6.354000000000000000e+03,3.177425776000000113e+01
6.519000000000000000e+03,3.259919816899999745e+01
6.679000000000000000e+03,3.339901850599999733e+01
7.494000000000000000e+03,3.747392743500000023e+01
