strideIndex,timestamp
2.699000000000000000e+03,1.349986507300000049e+01
3.414000000000000000e+03,1.707501918199999835e+01
4.139000000000000000e+03,2.069981211300000012e+01
4.979000000000000000e+03,2.489976980899999859e+01
5.889000000000000000e+03,2.944971630299999887e+01
6.614000000000000000e+03,3.307482144000000091e+01
7.369000000000000000e+03,3.684963769499999842e+01
7.894000000000000000e+03,3.947467059200000250e+01
8.494000000000000000e+03,4.247464867800000121e+01
9.009000000000000000e+03,4.504956144399999829e+01
1.024900000000000000e+04,5.124952991699999671e+01
1.101900000000000000e+04,5.509947564000000142e+01
1.172400000000000000e+04,5.862444879099999895e+01
1.306900000000000000e+04,6.534938683400000059e+01
