displacement,heading_change
1.157795987432882256e+00,-2.681736172019830278e+00
1.318400132719192319e+00,2.041921611270144599e+00
1.452722408022188105e+00,7.833229639525216559e-01
1.470840852314370339e+00,-3.791138141818192198e-01
1.533545750110554495e+00,-1.567886209208411152e+00
1.528786023319285370e+00,-2.615706029295961521e+00
1.420089619650294566e+00,2.501211871886487526e+00
1.447664640466693964e+00,1.496972975307971687e+00
1.476962789083350103e+00,6.892653430738325815e-01
1.478965982002667490e+00,-3.415778976784776266e-01
1.490928610122900677e+00,-1.532595300970589935e+00
1.458542988776871274e+00,-2.338363784043812732e+00
1.434970319668452898e+00,3.064139741654165583e+00
1.457952458333694468e+00,2.034473357998021648e+00
1.357984696820670134e+00,9.081770941812423725e-01
1.292379794920841984e+00,-6.337027944671188573e-01
8.106325579436793882e-01,-1.259339336198988191e+00
