displacement,heading_change
7.632059122623161551e-01,1.640740082133055777e+00
1.300239100599145603e+00,2.877552915311566650e+00
1.401239074168672660e+00,-1.945044927257055578e+00
1.594420403325506719e+00,-6.158960538147280062e-01
1.630633154634780979e+00,4.375453767644617020e-01
1.456826935641593490e+00,1.512995995496404511e+00
1.607323982707201004e+00,2.955532516255296560e+00
1.572166388267721482e+00,-2.227861375618280793e+00
1.572732017100737512e+00,-8.640864350548501660e-01
1.565805834416029496e+00,4.060878294296300650e-01
1.348905344913783333e+00,1.709109017172310230e+00
1.277577051883726611e+00,-2.289767795079047819e+00
