strideIndex,timestamp
1.590000000000000000e+02,8.001710229999999813e-01
4.840000000000000000e+02,2.425090588999999852e+00
7.740000000000000000e+02,3.875128598999999952e+00
1.104000000000000000e+03,5.525127677000000403e+00
1.404000000000000000e+03,7.025248947999999771e+00
1.749000000000000000e+03,8.750116501000000824e+00
2.034000000000000000e+03,1.017509037299999974e+01
2.369000000000000000e+03,1.185005019699999984e+01
2.659000000000000000e+03,1.330021739100000033e+01
2.969000000000000000e+03,1.485004239100000056e+01
3.259000000000000000e+03,1.630008232599999829e+01
3.614000000000000000e+03,1.807519128299999878e+01
3.894000000000000000e+03,1.947515945399999993e+01
4.194000000000000000e+03,2.097501795399999835e+01
4.489000000000000000e+03,2.245013858300000109e+01
4.789000000000000000e+03,2.395010266799999954e+01
5.109000000000000000e+03,2.554992958500000100e+01
5.424000000000000000e+03,2.712500128499999974e+01
5.769000000000000000e+03,2.885008594800000026e+01
6.243000000000000000e+03,3.121995589899999857e+01
