strideIndex,timestamp
4.630000000000000000e+02,2.320073207000000082e+00
7.380000000000000000e+02,3.695039018000000119e+00
1.100000000000000000e+03,5.505137784000000423e+00
1.363000000000000000e+03,6.820049505000000067e+00
1.643000000000000000e+03,8.220017334999999647e+00
1.923000000000000000e+03,9.620024475999999325e+00
2.179000000000000000e+03,1.090000324000000020e+01
2.479000000000000000e+03,1.239992021900000019e+01
2.769000000000000000e+03,1.385008177299999943e+01
3.109000000000000000e+03,1.554993862299999918e+01
3.433000000000000000e+03,1.716994356000000010e+01
3.727000000000000000e+03,1.863978294300000016e+01
4.021000000000000000e+03,2.010984807000000174e+01
4.278000000000000000e+03,2.139484534700000040e+01
4.587000000000000000e+03,2.294000844400000005e+01
4.881000000000000000e+03,2.440983266199999946e+01
6.032000000000000000e+03,3.016489733199999890e+01
