strideIndex,timestamp
1.440000000000000000e+02,7.251758919999999886e-01
4.390000000000000000e+02,2.200221557999999966e+00
7.990000000000000000e+02,4.000163161999999772e+00
1.094000000000000000e+03,5.475051536999999691e+00
1.439000000000000000e+03,7.200071863999999877e+00
1.759000000000000000e+03,8.800247669000000883e+00
2.129000000000000000e+03,1.065006037100000036e+01
2.409000000000000000e+03,1.205005154500000053e+01
2.739000000000000000e+03,1.370005916400000068e+01
3.059000000000000000e+03,1.529987644300000049e+01
3.379000000000000000e+03,1.690000157400000091e+01
3.694000000000000000e+03,1.847499590800000036e+01
4.019000000000000000e+03,2.010017607200000000e+01
4.314000000000000000e+03,2.157512586100000007e+01
4.634000000000000000e+03,2.317497490699999929e+01
4.994000000000000000e+03,2.497491676699999985e+01
5.284000000000000000e+03,2.642492187399999892e+01
5.624000000000000000e+03,2.812491895599999836e+01
5.934000000000000000e+03,2.967505422099999990e+01
6.254000000000000000e+03,3.127486960999999965e+01
6.559000000000000000e+03,3.280002514499999933e+01
6.864000000000000000e+03,3.432499805100000145e+01
7.436000000000000000e+03,3.718483437399999758e+01
