displacement,heading_change
1.656344610976676346e-01,-2.647665412885712666e+00
2.205542003302415899e-01,-2.521391431002587780e+00
2.365668910552905235e-01,-2.454434463236526920e+00
2.471315803951094348e-01,-2.447465950083304254e+00
2.090490834200561809e-01,-2.527791175528439016e+00
3.356169226268189698e-01,-7.796755891610216427e-01
2.073982277644804140e-01,-6.363546155794060910e-01
2.011291749175831145e-01,-3.232984680054671323e-01
2.484660435969187620e-01,-8.251870425915038831e-01
2.893486905231789086e-01,3.907243177949785151e-01
2.803651314490428481e-01,2.001991434349929655e+00
4.129710555475815115e-01,1.608648131417728999e+00
4.797431228525299018e-01,1.638435437729835575e+00
