displacement,heading_change
1.047554724437502749e+00,7.061766625978700418e-01
9.677334884887367483e-01,7.291778916373943265e-01
9.467484990935746969e-02,5.711811668945181442e-01
2.667702456604111871e-01,-1.779013453496569364e+00
3.292078262412856948e-01,-3.064273522436206321e+00
4.066418618854987788e-01,-3.120511442034620941e+00
3.934543848367758057e-01,-3.135629329182701319e+00
3.808246660684988516e-01,3.136011519951231286e+00
3.979511157778658492e-01,4.214470971886663531e-02
3.422638426003490886e-01,-1.216099974391188394e-02
4.162298631044497044e-01,-1.323859489673546719e-01
3.812802508275627833e-01,2.220332651548975050e-02
3.505927642406200806e-01,3.432683050841392469e-02
3.110366995630409748e-01,-3.107901258422387514e+00
3.886491091585864699e-01,-3.030144915919713799e+00
3.682886100528420248e-01,-3.105189594245612028e+00
3.918575264333104546e-01,3.077646885166644974e+00
4.102711597501562668e-01,3.110417994304274458e+00
4.040020503111201311e-01,-1.546242276646541403e-01
5.974514229001087751e-01,1.599697385803513366e-02
7.467556629655844880e-01,1.113593957449396932e-01
1.823481876749246944e-01,2.518250402308668257e-01
6.002382136532024015e-01,-2.693378823801196642e+00
6.936775770027127086e-01,-2.963997714923553239e+00
6.113129440384198476e-01,3.070105838237135565e+00
5.585525027625644068e-01,-3.083504455221355744e+00
1.027675240112681659e-01,-1.927040716233445972e+00
2.009521773818045975e-01,-1.717449794240257566e+00
2.105735224789665738e-01,-1.859540476917775464e+00
1.857229734867082427e-01,-1.834883516043993357e+00
1.831437986469560686e-01,-1.964216454605234974e+00
2.126348520633339623e-01,9.964782786328379993e-01
5.727726716371336346e-01,-9.171593462903102068e-02
