strideIndex,timestamp
1.510000000000000000e+02,7.599699269999999895e-01
2.880000000000000000e+02,1.444930797000000045e+00
5.720000000000000000e+02,2.865069468000000175e+00
7.180000000000000000e+02,3.595085296999999791e+00
8.650000000000000000e+02,4.329880122999999692e+00
1.018000000000000000e+03,5.094921819999999713e+00
1.165000000000000000e+03,5.830019984999999849e+00
1.304000000000000000e+03,6.524852839000000237e+00
1.455000000000000000e+03,7.280050665000000087e+00
1.599000000000000000e+03,8.000012934000000797e+00
1.758000000000000000e+03,8.794986865000000265e+00
1.907000000000000000e+03,9.539844572999999883e+00
2.053000000000000000e+03,1.027002656099999989e+01
2.210000000000000000e+03,1.105498801499999928e+01
2.386000000000000000e+03,1.193488061300000069e+01
2.583000000000000000e+03,1.291980303499999927e+01
2.756000000000000000e+03,1.378479656800000086e+01
2.967000000000000000e+03,1.483979964899999970e+01
3.159000000000000000e+03,1.579994373499999938e+01
3.370000000000000000e+03,1.685483433899999994e+01
3.574000000000000000e+03,1.787484170600000155e+01
3.780000000000000000e+03,1.890496752099999966e+01
3.997000000000000000e+03,1.998994588900000124e+01
4.188000000000000000e+03,2.094478198599999885e+01
4.389000000000000000e+03,2.194977896099999981e+01
4.581000000000000000e+03,2.290991415099999884e+01
4.757000000000000000e+03,2.378970849199999904e+01
5.009000000000000000e+03,2.504980562100000085e+01
5.422000000000000000e+03,2.711475745299999929e+01
