displacement,heading_change
3.914150882318715996e-01,-2.894175188876344951e+00
3.897384566025202113e-01,2.780664890328208738e+00
3.588318801121574975e-01,2.709826581799215095e+00
3.637274720719375076e-01,2.628342185740776049e+00
3.529248287037093923e-01,2.303776994139554724e+00
3.504742842014810233e-01,1.484005680816607553e+00
2.460473106660605314e-01,1.101743403219115569e+00
2.707446986923021659e-01,4.457705906399713758e-01
3.613500155673557424e-01,4.830691495541519775e-02
3.197159256409956574e-01,2.530103398852235341e-01
2.954529193686786792e-01,1.408892262187603217e-01
2.046406428313531645e-01,2.752519457034465211e-01
4.189910579898217802e-01,3.473012700342710812e-01
3.730008983426116309e-01,-4.640078746094679074e-01
4.426737868597359626e-01,-1.548760945187960536e-01
6.553658378519224836e-01,-8.848113744670148550e-01
7.378609358687281405e-01,-1.944801760617428155e+00
6.003417673967748058e-01,-2.235918820010407870e+00
7.463606253527883538e-01,-3.010634172110667528e+00
3.363535242075666454e-01,2.071615978081387421e+00
