displacement,heading_change
1.310978337667817684e+00,-2.982939883521504854e+00
1.041069121447065760e+00,-1.424672808499680032e+00
1.355135309788326525e+00,1.140415506387489064e-01
1.426082622951658330e+00,8.430061904748735735e-01
1.306393125371543285e+00,1.906210941334933961e+00
1.474324402334394879e+00,3.036774709399101990e+00
1.348232026260376637e+00,-2.287129130638618335e+00
1.324477335506301312e+00,-1.074921711712052863e+00
1.311053372686611818e+00,3.220456943898177687e-02
1.427240498632621479e+00,9.761312733576508194e-01
1.250722399982064026e+00,2.102677973186734661e+00
1.337857861719293107e+00,-3.063393908641506069e+00
1.314018987631937696e+00,-2.036915871491304042e+00
1.192240329306286428e+00,-8.617516751881141301e-01
9.990008478282792481e-01,8.416313331441421797e-01
