strideIndex,timestamp
7.590000000000000000e+02,3.799883894000000151e+00
1.009000000000000000e+03,5.049897913999999766e+00
1.264000000000000000e+03,6.324926390999999981e+00
1.499000000000000000e+03,7.499904908999999620e+00
1.729000000000000000e+03,8.649932658000000885e+00
1.964000000000000000e+03,9.824885951000000617e+00
2.194000000000000000e+03,1.097487465799999917e+01
2.434000000000000000e+03,1.217478366399999956e+01
2.669000000000000000e+03,1.334977580300000000e+01
2.899000000000000000e+03,1.449984243599999978e+01
3.129000000000000000e+03,1.564967551400000012e+01
3.379000000000000000e+03,1.689958526699999908e+01
3.624000000000000000e+03,1.812467880999999892e+01
3.849000000000000000e+03,1.924969028699999996e+01
4.079000000000000000e+03,2.039970612100000125e+01
5.030000000000000000e+03,2.515463854700000113e+01
