strideIndex,timestamp
3.140000000000000000e+02,1.575327329999999915e+00
4.690000000000000000e+02,2.350046203999999861e+00
6.190000000000000000e+02,3.099961995000000137e+00
7.590000000000000000e+02,3.800006803000000044e+00
9.190000000000000000e+02,4.600016876999999837e+00
1.064000000000000000e+03,5.325195442000000057e+00
1.229000000000000000e+03,6.150026497999999897e+00
1.369000000000000000e+03,6.850110939000000343e+00
1.524000000000000000e+03,7.624976634000000253e+00
1.674000000000000000e+03,8.375020770000000780e+00
1.819000000000000000e+03,9.099867156000000179e+00
1.979000000000000000e+03,9.899810588999999439e+00
2.139000000000000000e+03,1.069977286499999991e+01
2.304000000000000000e+03,1.152484457199999923e+01
2.454000000000000000e+03,1.227467728000000058e+01
2.619000000000000000e+03,1.309988481699999952e+01
2.784000000000000000e+03,1.392500889599999958e+01
2.939000000000000000e+03,1.469983930399999927e+01
3.094000000000000000e+03,1.547480920399999960e+01
3.244000000000000000e+03,1.622478005700000026e+01
3.459000000000000000e+03,1.729954764200000028e+01
4.418000000000000000e+03,2.209441774500000122e+01
