displacement,heading_change
9.703674482974712356e-01,-8.247806947708314906e-01
1.205375239937237497e+00,1.612719044903744570e-01
1.218591205091179797e+00,1.341182824928389916e+00
1.140138396223323802e+00,2.923011548440642038e+00
1.371099513498126532e+00,-2.357572008787344409e+00
9.736110719235714361e-01,3.114116998716719209e+00
1.111987340433121751e+00,1.937186856425110459e+00
1.074362433913810255e+00,4.480827049614661828e-01
1.335659253963973558e+00,-1.326932767041079098e-01
1.119096234483231145e+00,-1.033498098813969701e+00
1.219514174383513394e+00,-2.354393571883775405e+00
1.359875434619847168e+00,2.814928106087378978e+00
1.111647052768687027e+00,1.751979701047975624e+00
1.257583907908123466e+00,2.606197879280579555e-01
1.149783699531745418e+00,-1.466033170098322458e+00
1.173720189029476835e+00,-1.169146599370100237e+00
1.219456416182082004e+00,5.152730035567782974e-01
1.374884402630837332e+00,1.652299758270431074e+00
1.281032865022307288e+00,2.519161902029170896e+00
1.231857839406390154e+00,-2.670202783480887909e+00
1.411114363139625683e+00,-1.766385964141668596e+00
1.312674072518686730e+00,-1.036693283880404159e+00
1.270506707797137702e+00,4.428112088650161537e-02
1.287806764888747235e+00,1.088280445594574930e+00
1.340070760985033305e+00,1.816716761004574909e+00
1.345828916983937473e+00,2.797468716504591502e+00
1.319184553260599468e+00,-2.766284299321538409e+00
1.301721418763922777e+00,-1.651151935771040247e+00
1.315678378927591652e+00,-9.275940037104185576e-01
1.218497313053011011e+00,-6.092199078206659429e-02
1.315419151551037835e+00,7.659671674309456169e-01
1.220745119311900329e+00,1.671030973152392463e+00
1.161267389461806188e+00,2.774473377312087319e+00
1.336850235003538279e+00,-2.206796071561262895e+00
8.636928417054127172e-01,-2.698223413685021832e+00
1.001942093100222531e+00,2.087523310961301615e+00
1.201975964288736654e+00,5.750621061074411289e-01
1.328860283291200650e+00,-4.590408412346880795e-01
1.291804804688794661e+00,-1.254587392283124769e+00
1.282263795212180923e+00,-2.485730146363054338e+00
9.694183273265958301e-01,2.468242665652358170e+00
8.330136955301772339e-01,1.026547658797550833e+00
