strideIndex,timestamp
4.190000000000000000e+02,2.099948546999999888e+00
5.650000000000000000e+02,2.829949179000000203e+00
7.120000000000000000e+02,3.565068923000000112e+00
8.390000000000000000e+02,4.200022056999999975e+00
9.930000000000000000e+02,4.969865534000000196e+00
1.137000000000000000e+03,5.689849377999999902e+00
1.315000000000000000e+03,6.579755678999999802e+00
1.453000000000000000e+03,7.269788817000000236e+00
1.606000000000000000e+03,8.034745946999999333e+00
1.725000000000000000e+03,8.629772708999999153e+00
1.939000000000000000e+03,9.699728837000000325e+00
2.168000000000000000e+03,1.084464102099999927e+01
2.359000000000000000e+03,1.179975615699999913e+01
3.309000000000000000e+03,1.654951303900000070e+01
