displacement,heading_change
8.929969042810477209e-01,-2.012848393863486685e+00
1.020838856911399306e+00,-3.097889291981565041e+00
1.008983711309996867e+00,2.080562186832071614e+00
1.003532287847951121e+00,1.450099579833509678e+00
1.082072478472986266e+00,6.364133626509573816e-01
1.035430723036967704e+00,1.102864724487824175e-02
9.841972695028596840e-01,-8.468725345379134462e-01
9.242149280239870812e-01,-1.493240607198530689e+00
9.858437786336309294e-01,-2.154596288097025969e+00
9.736835110818083949e-01,-3.048171848255766925e+00
8.695788648373804497e-01,2.689967835910862970e+00
9.463606251903804445e-01,2.094573212675125973e+00
9.349069955158407774e-01,1.361886726217943044e+00
8.742008014959939954e-01,5.406498680356024433e-01
8.876532057301067535e-01,-5.532686028717820337e-02
9.020160770636925784e-01,-8.392329678403649407e-01
8.730333402847576529e-01,-1.522776289514407466e+00
9.086635305946788588e-01,-2.535555847175390287e+00
8.827321523527552616e-01,2.853579933862951723e+00
6.701095493154837213e-01,-2.578773653961680790e+00
7.510412073095175112e-01,-9.662661457085350847e-01
8.454621673823979888e-01,2.575566240073002278e-01
8.625543932687862458e-01,1.141299286767725407e+00
9.920385330845720162e-01,1.556308021818076259e+00
8.171398948150967456e-01,1.583204137776037301e+00
6.666518912701433486e-01,-2.651395212829872339e+00
8.512539531148385352e-01,-1.421698491299400624e+00
6.707318282064701487e-01,-7.781738164294085269e-01
