strideIndex,timestamp
8.700000000000000000e+01,4.401255029999999735e-01
3.180000000000000000e+02,1.595234923000000027e+00
5.370000000000000000e+02,2.690128330999999928e+00
7.580000000000000000e+02,3.795034790999999963e+00
9.970000000000000000e+02,4.990296669000000129e+00
1.234000000000000000e+03,6.175090224999999933e+00
2.338000000000000000e+03,1.169512767400000008e+01
2.531000000000000000e+03,1.266006018600000083e+01
2.757000000000000000e+03,1.379016667500000004e+01
2.986000000000000000e+03,1.493506463099999948e+01
3.213000000000000000e+03,1.607015755400000145e+01
4.225000000000000000e+03,2.113008704399999971e+01
4.419000000000000000e+03,2.210007118500000090e+01
4.640000000000000000e+03,2.320492930099999995e+01
4.855000000000000000e+03,2.427993384599999871e+01
5.073000000000000000e+03,2.537003461999999843e+01
5.811000000000000000e+03,2.906004172700000154e+01
6.022000000000000000e+03,3.011504588500000068e+01
6.243000000000000000e+03,3.121986468200000076e+01
6.460000000000000000e+03,3.230487061800000248e+01
6.704000000000000000e+03,3.352497483799999856e+01
6.937000000000000000e+03,3.469003252800000325e+01
7.703000000000000000e+03,3.851969870399999962e+01
7.905000000000000000e+03,3.952975800899999825e+01
8.132000000000000000e+03,4.066486537400000145e+01
8.345000000000000000e+03,4.172978288200000208e+01
8.566000000000000000e+03,4.283480036499999954e+01
8.795000000000000000e+03,4.397976969199999786e+01
9.427000000000000000e+03,4.713971867200000077e+01
9.624000000000000000e+03,4.812488119100000006e+01
9.853000000000000000e+03,4.926969287499999695e+01
1.007400000000000000e+04,5.037464878600000162e+01
1.032100000000000000e+04,5.160975991299999777e+01
1.112000000000000000e+04,5.560466478800000090e+01
