strideIndex,timestamp
8.290000000000000000e+02,4.150216823000000055e+00
1.044000000000000000e+03,5.225244978000000096e+00
1.174000000000000000e+03,5.875110852999999800e+00
1.309000000000000000e+03,6.550183793999999615e+00
1.444000000000000000e+03,7.225231584000000318e+00
1.579000000000000000e+03,7.900193424000000242e+00
1.729000000000000000e+03,8.650216228999999757e+00
1.889000000000000000e+03,9.450182103999999583e+00
2.019000000000000000e+03,1.010007215899999977e+01
2.184000000000000000e+03,1.092511761399999948e+01
2.334000000000000000e+03,1.167502946299999955e+01
2.469000000000000000e+03,1.235003483700000082e+01
2.619000000000000000e+03,1.309995007700000080e+01
2.769000000000000000e+03,1.385001853900000057e+01
2.914000000000000000e+03,1.457506169100000015e+01
3.059000000000000000e+03,1.530002663500000004e+01
3.209000000000000000e+03,1.604987220499999978e+01
3.344000000000000000e+03,1.672485110899999938e+01
3.484000000000000000e+03,1.742483363299999866e+01
3.619000000000000000e+03,1.809989564600000023e+01
3.769000000000000000e+03,1.884987743199999954e+01
3.919000000000000000e+03,1.959989095699999950e+01
4.079000000000000000e+03,2.039979733099999848e+01
4.219000000000000000e+03,2.109967475099999845e+01
5.190000000000000000e+03,2.595450513999999842e+01
