displacement,heading_change
9.007535343541458461e-01,1.436626862191229481e+00
8.705024080427299360e-01,2.842860134275804640e+00
1.018921060060932415e+00,-2.242423395026656330e+00
1.089318808739043076e+00,-1.250252689022217867e+00
1.151466347489668030e+00,-9.669584960779353811e-02
1.265616142063386906e+00,8.718587413910676709e-01
1.122830646753397721e+00,1.743962568902130084e+00
1.271977377928404263e+00,2.882784710313599952e+00
1.105393841465393434e+00,-2.518824398219154492e+00
1.291621805804557876e+00,-1.670055629791634688e+00
1.109253639118986889e+00,-8.354830944411969496e-01
1.084297292500365328e+00,2.084063608088407571e-01
1.259520528426583352e+00,8.544405281007990682e-01
9.960318819630871179e-01,1.731617882097677752e+00
1.135866281540152345e+00,2.846200774586758797e+00
1.073390456586587938e+00,-2.540906932974440036e+00
1.207134683771611483e+00,-1.655391073553298176e+00
1.241112438609243140e+00,-6.095117922346616757e-01
1.043352027533197335e+00,7.198367506421505801e-01
1.011250435453741936e+00,2.145449202102100106e+00
1.080183904081700952e+00,-2.412780575521791260e+00
1.109091901658783241e+00,-2.884773462358644736e+00
1.113183519545561717e+00,1.770090529140393221e+00
1.248142868347297485e+00,6.433923876941950448e-01
1.268974471062666476e+00,-4.227688220622645154e-01
8.760873599856913163e-01,-2.793347999855365638e-01
7.596463606625536436e-01,1.274887001993046720e+00
1.054690922258904040e+00,2.876243879379194457e+00
1.191111300641459980e+00,-2.854972194004485431e+00
1.124554963870897595e+00,-2.132185005730361738e+00
1.064198398297004911e+00,-1.021203627295735883e+00
1.122730958128933310e+00,1.622241520004339133e-01
1.312114095984493689e+00,7.285054377871753584e-01
1.007435174250423726e+00,1.364119049371618653e+00
9.253975982123961996e-01,-3.113541127366465489e+00
1.142908394960406193e+00,-1.967608230372246636e+00
1.312547583221997716e+00,-1.183633582285239072e+00
1.230153199843530443e+00,-2.547859155705798351e+00
1.372015557944173514e+00,2.613673834169120802e+00
1.272425401499414965e+00,1.874377614605579945e+00
1.284723540671548259e+00,1.046738313331332382e+00
1.332596039498594065e+00,-3.962474920014139590e-01
9.556271215948787257e-01,-1.357498278520105295e+00
