strideIndex,timestamp
1.490000000000000000e+02,7.500740320000000017e-01
4.440000000000000000e+02,2.225054952999999891e+00
7.090000000000000000e+02,3.550031295999999781e+00
9.490000000000000000e+02,4.750193606999999929e+00
1.219000000000000000e+03,6.100023923000000181e+00
1.489000000000000000e+03,7.449922030999999834e+00
1.739000000000000000e+03,8.699958166000000048e+00
2.014000000000000000e+03,1.007496777999999971e+01
2.274000000000000000e+03,1.137492990900000045e+01
2.559000000000000000e+03,1.280012630799999940e+01
2.799000000000000000e+03,1.399996863299999994e+01
3.064000000000000000e+03,1.532491716600000053e+01
3.329000000000000000e+03,1.664994023799999923e+01
3.579000000000000000e+03,1.789989605399999917e+01
3.824000000000000000e+03,1.912490875700000004e+01
4.114000000000000000e+03,2.057491664400000175e+01
4.369000000000000000e+03,2.185001049399999928e+01
4.639000000000000000e+03,2.320002176399999883e+01
4.909000000000000000e+03,2.454997086199999856e+01
5.174000000000000000e+03,2.587497332699999930e+01
5.429000000000000000e+03,2.714986690199999941e+01
5.679000000000000000e+03,2.839984092599999954e+01
5.939000000000000000e+03,2.969985374499999864e+01
6.204000000000000000e+03,3.102485372299999966e+01
6.449000000000000000e+03,3.224981073099999662e+01
6.724000000000000000e+03,3.362493313499999914e+01
6.979000000000000000e+03,3.489993672199999963e+01
7.244000000000000000e+03,3.622474344799999812e+01
7.519000000000000000e+03,3.759988641099999995e+01
7.774000000000000000e+03,3.887482303000000172e+01
8.009000000000000000e+03,4.004987963500000347e+01
8.284000000000000000e+03,4.142467258199999947e+01
8.549000000000000000e+03,4.274985096199999646e+01
8.814000000000000000e+03,4.407468295099999978e+01
9.079000000000000000e+03,4.539969283399999966e+01
9.354000000000000000e+03,4.677461945600000348e+01
1.012700000000000000e+04,5.063965448100000089e+01
