displacement,heading_change
1.231908968544804139e+00,4.596949498856496286e-01
1.184745585547447577e+00,2.309570315215231151e+00
1.489981066561583134e+00,-3.100909059753496511e+00
1.290950793580396994e+00,-2.036216829188728816e+00
1.353639830573695191e+00,-8.624277669592154139e-01
1.398267558819310974e+00,2.573303825707388692e-01
1.500470751451072005e+00,1.031856106072965629e+00
1.398888087689558635e+00,2.528201203123920493e+00
1.541980736980149924e+00,-2.908403269448575301e+00
1.398761783370289002e+00,-1.826935680194426759e+00
1.598691515527806750e+00,-5.762514511464282840e-01
1.497630908730251953e+00,4.852416180296711401e-01
1.442788340781446355e+00,1.207666520131083887e+00
1.425568228002168425e+00,2.692391016115272873e+00
1.554368526358765878e+00,-2.808258037437534327e+00
1.465203799311087574e+00,-1.596787133597474151e+00
1.387918277738402262e+00,-1.730295336707893539e-01
1.606554147130225818e+00,8.235962624958490519e-01
1.175724600210471316e+00,2.172772811803667992e+00
1.523177228076400436e+00,-3.021948569408612784e+00
1.339862369107389650e+00,-1.944918176802043597e+00
1.556719101264100402e+00,-1.516991076155509155e-01
