displacement,heading_change
1.632652363498799386e-01,2.960943457587301264e+00
2.934981723481633331e-01,-2.760966603147230192e+00
1.885322303178450509e-01,-2.599931598845886871e+00
1.813070099078899489e-01,-2.443574585994631843e+00
1.935995857665786801e-01,-2.793429938453724670e+00
1.798433180154272171e-01,-2.409461889924745304e+00
1.988524459013099044e-01,-1.444965271350947766e+00
1.891168088196480690e-01,-3.778868800185299359e-01
1.861275115888122722e-01,-3.792784356888890818e-01
2.193812897588970912e-01,-1.680618148800304135e-01
1.937679776446084301e-01,-1.722471987168822660e-01
2.170014960748256894e-01,-1.287202266342585832e-01
2.993357348835302689e-01,-5.833798681095667821e-02
2.463113734451270742e-01,1.837157172994671739e-02
2.359025646537158682e-01,3.245260264864186506e-01
3.069869220805517829e-01,-2.967398064956077608e+00
4.247080995532577230e-01,-2.934608009959742247e+00
3.932086525843730973e-01,3.063605767353348330e+00
4.353945158744546573e-01,2.832288174383719159e+00
4.341556478618384118e-01,1.758818140731467805e+00
4.604590296790944115e-01,1.577870480418398058e+00
4.273453013113658328e-01,1.559524099558768473e+00
4.198293579577164203e-01,1.541101575548364577e+00
3.108295481630086177e-01,3.208576374175298729e-01
3.852886004151841459e-01,1.037824471346588118e-01
2.406356199848127819e-01,-7.756384201677937740e-02
5.150218615950825640e-01,-1.611207871218825138e+00
4.689436034203171011e-01,-1.597567892852097993e+00
