strideIndex,timestamp
7.890000000000000000e+02,3.950200189999999889e+00
9.790000000000000000e+02,4.900389029000000285e+00
1.184000000000000000e+03,5.925383927000000384e+00
1.409000000000000000e+03,7.050235185000000016e+00
1.614000000000000000e+03,8.075344145000000751e+00
1.814000000000000000e+03,9.075365483000000566e+00
2.014000000000000000e+03,1.007533562599999932e+01
2.214000000000000000e+03,1.107531930100000039e+01
2.429000000000000000e+03,1.215032297800000016e+01
2.644000000000000000e+03,1.322534940699999950e+01
2.844000000000000000e+03,1.422521794300000053e+01
3.064000000000000000e+03,1.532515659200000080e+01
3.259000000000000000e+03,1.630011572000000086e+01
3.464000000000000000e+03,1.732511088700000101e+01
3.684000000000000000e+03,1.842526577699999990e+01
3.894000000000000000e+03,1.947521511300000085e+01
4.104000000000000000e+03,2.052527273800000174e+01
4.304000000000000000e+03,2.152525784399999864e+01
4.509000000000000000e+03,2.255023741799999826e+01
4.729000000000000000e+03,2.365007720099999844e+01
5.500000000000000000e+03,2.750503724500000047e+01
