displacement,heading_change
1.335177575048799969e+00,2.683774096767523876e+00
1.315675388335311835e+00,1.110109827879685707e+00
1.485061545402463157e+00,-4.522746811462454164e-01
1.386418071984343081e+00,-1.017333629641239412e+00
1.405221558036833240e+00,-2.533820369681105689e+00
1.316951175464191603e+00,-2.883489829308921060e+00
1.477945170983471224e+00,2.260306257953588638e+00
1.524757624140764323e+00,1.316162917976778868e+00
1.531133653096332869e+00,3.537005991054907872e-01
1.474558996914879128e+00,-5.461280994561976687e-01
1.508598855002396322e+00,-1.512760024460579888e+00
1.402334640398800403e+00,-2.468587696408916177e+00
1.554046713470037311e+00,3.044627857647847158e+00
1.298125919569490749e+00,2.182937347181545640e+00
1.486711501655909373e+00,1.193276993097101890e+00
1.493430500417267881e+00,3.548183858151011116e-01
1.484147251735548290e+00,-6.678208311858144786e-01
1.512147721533837474e+00,-1.852687535678746666e+00
1.441975078062693427e+00,-2.754816812955025007e+00
1.408945209094069728e+00,2.361029088384064334e+00
1.455603830790983766e+00,1.404771903616553796e+00
1.498348187703497203e+00,3.191860449076475703e-01
1.403112483893903528e+00,-5.574776015988235356e-01
1.487511621798905725e+00,-1.775584591542592294e+00
1.540650688173949234e+00,-2.726124682089595019e+00
1.539521854646584531e+00,2.247196284159850954e+00
1.497252147737616834e+00,1.098027930993912049e+00
1.450873213554178198e+00,1.637026014187975831e-01
1.456224169355999631e+00,-1.109007561657120666e+00
1.488336980800424758e+00,-2.091659507758991232e+00
1.490687199539032060e+00,-3.070910505052956374e+00
1.495834182665532142e+00,2.042822923928862888e+00
1.445158678690314336e+00,9.287904766805940016e-01
1.372033361884635205e+00,-7.279635635402861293e-01
7.103677857532589845e-01,-1.682797527492309042e+00
