displacement,heading_change
8.041942987615876559e-01,-1.048506295767232643e+00
9.514459300735311764e-01,6.719684369767742194e-01
1.159332260596821262e+00,1.299140992841469666e+00
1.035600088682700148e+00,2.409312328754272148e+00
1.159646819723857858e+00,-3.062606089192349224e+00
1.067858004679040906e+00,-2.577730456190943098e+00
1.074676556219021917e+00,-1.817007965666294078e+00
1.085742932162054641e+00,-6.679159150938899225e-01
1.080781353014848900e+00,1.719277436002375203e-01
1.232024386270030414e+00,8.077879921514748984e-01
1.008390447705320492e+00,1.670282501562811106e+00
1.157530378798328208e+00,2.894843778572814941e+00
1.196440320425820047e+00,-2.662514199030741047e+00
1.088546633230789151e+00,-1.940932776661346448e+00
1.053373198390620491e+00,-9.383875374257376611e-01
1.085091321209853410e+00,-9.999265268007470620e-03
1.213312374432179430e+00,7.652196551548784420e-01
1.143913663458834717e+00,1.406742341821187736e+00
1.074001659179883328e+00,2.617917544905148830e+00
1.050085763797485416e+00,-2.036729093771870058e+00
8.449373190239924947e-01,-1.345766814918251120e+00
