strideIndex,timestamp
4.190000000000000000e+02,2.100125929999999919e+00
6.440000000000000000e+02,3.225182935999999945e+00
8.840000000000000000e+02,4.425135798000000342e+00
1.154000000000000000e+03,5.775181687999999980e+00
1.434000000000000000e+03,7.175193617999999773e+00
1.694000000000000000e+03,8.475203795000000540e+00
2.004000000000000000e+03,1.002506937899999961e+01
2.254000000000000000e+03,1.127517934399999966e+01
2.514000000000000000e+03,1.257511458499999968e+01
2.784000000000000000e+03,1.392497010800000012e+01
3.044000000000000000e+03,1.522513068700000005e+01
3.309000000000000000e+03,1.655014960700000159e+01
3.569000000000000000e+03,1.784994222299999933e+01
3.819000000000000000e+03,1.910009632899999943e+01
4.064000000000000000e+03,2.032512166200000081e+01
4.369000000000000000e+03,2.185009113399999947e+01
4.614000000000000000e+03,2.307506400899999832e+01
4.929000000000000000e+03,2.465000610099999889e+01
5.683000000000000000e+03,2.841978988500000014e+01
