displacement,heading_change
1.496083193514354814e+00,-2.763968292604849886e+00
1.582240282004918841e+00,1.835717203056662195e+00
1.758709848788915009e+00,5.848660586782842286e-01
1.799244451876061301e+00,-6.834749055317963506e-01
1.769662601366885912e+00,-1.908409540395666237e+00
1.788352007787110454e+00,-3.025733930605424948e+00
1.723525470487176303e+00,2.116358940364911678e+00
1.715552881484533554e+00,9.879736652499013783e-01
1.680272458498535793e+00,4.636522828856379230e-02
1.605117528631644142e+00,-1.127986328238337776e+00
1.670426839246520023e+00,-2.182591040766837853e+00
1.662649778975344939e+00,3.096456579584402569e+00
1.736495726552822694e+00,1.884947893343424719e+00
1.674853280186685112e+00,8.072715266440557702e-01
1.713828931149343981e+00,-1.315738779214253029e-01
1.620502967086698831e+00,-1.365606999420738710e+00
1.838032985327266777e+00,-2.407373766917490610e+00
1.732124159313407352e+00,2.688275192194964358e+00
1.783279561454043760e+00,1.362744968585914540e+00
1.735946579656544086e+00,2.495206372374078885e-01
1.717071817187785898e+00,-8.664459541109144070e-01
1.733723735047614678e+00,-2.125376401073094002e+00
1.811824121615721817e+00,3.020304549452330622e+00
1.619031172853353517e+00,1.786350927626360940e+00
1.516970900212032625e+00,3.385903721959359070e-01
1.502255151947623490e+00,-1.441826686765327770e+00
