strideIndex,timestamp
4.490000000000000000e+02,2.250015057999999790e+00
6.190000000000000000e+02,3.099976451999999938e+00
7.790000000000000000e+02,3.899948778999999810e+00
9.430000000000000000e+02,4.719991323000000349e+00
1.079000000000000000e+03,5.400019458000000050e+00
1.239000000000000000e+03,6.199990440999999741e+00
1.394000000000000000e+03,6.974877289000000147e+00
1.554000000000000000e+03,7.774928442000000217e+00
1.714000000000000000e+03,8.574922264999999655e+00
1.869000000000000000e+03,9.349864137000000852e+00
2.024000000000000000e+03,1.012488973700000017e+01
2.179000000000000000e+03,1.089982421899999920e+01
2.334000000000000000e+03,1.167482168499999950e+01
2.489000000000000000e+03,1.244982066999999937e+01
2.661000000000000000e+03,1.330976575300000064e+01
2.794000000000000000e+03,1.397498790500000077e+01
2.973000000000000000e+03,1.486974434899999942e+01
3.114000000000000000e+03,1.557478844000000073e+01
3.274000000000000000e+03,1.637474632600000035e+01
3.414000000000000000e+03,1.707474680600000028e+01
3.584000000000000000e+03,1.792475999299999856e+01
3.754000000000000000e+03,1.877478895100000145e+01
3.909000000000000000e+03,1.954975639699999945e+01
4.079000000000000000e+03,2.039977872800000114e+01
4.757000000000000000e+03,2.378961988600000055e+01
