strideIndex,timestamp
3.990000000000000000e+02,1.999962500000000087e+00
5.640000000000000000e+02,2.824967941000000149e+00
7.740000000000000000e+02,3.874946909999999800e+00
9.590000000000000000e+02,4.799976258000000051e+00
1.169000000000000000e+03,5.849903976000000227e+00
1.369000000000000000e+03,6.849900305000000245e+00
1.569000000000000000e+03,7.849819279000000094e+00
1.774000000000000000e+03,8.874895770000000184e+00
1.969000000000000000e+03,9.849859122999999883e+00
2.184000000000000000e+03,1.092480779999999996e+01
2.394000000000000000e+03,1.197479749799999915e+01
2.604000000000000000e+03,1.302483261200000086e+01
3.401000000000000000e+03,1.700978864900000076e+01
