displacement,heading_change
9.076331003228002015e-01,-2.782602310156643277e+00
5.771685832103189417e-01,1.880496851966093619e+00
7.898053161109990228e-01,1.705030758847146943e+00
6.343997506562667477e-01,-1.328911322283581331e-01
6.494148976253694139e-01,-1.062496062499678651e+00
5.785071314342702387e-01,1.081910828906752053e+00
6.094350059136875997e-01,-3.006226587171755060e+00
1.058234084351322046e+00,-2.188406172705931851e+00
1.134095327259298847e+00,-5.895509342973056510e-01
8.119055273472857159e-01,1.313165800080719814e+00
