displacement,heading_change
3.980864033351538822e-01,1.281497704404110038e+00
1.101962727712486600e+00,2.682854550571852847e+00
1.185946545684603448e+00,-1.965021298933192773e+00
1.041407323202803825e+00,-3.370550986321482756e-01
1.246723687289918781e+00,1.439278545382468133e+00
1.048360346989935188e+00,-7.227254413752874918e-01
1.343220824726020002e+00,-2.469278283430896614e+00
8.036202658463561521e-01,3.086441484016818393e+00
5.517282948823097888e-01,-3.766021998965426998e-01
9.652122735652427510e-01,1.522661348630325318e+00
1.157196216090049967e+00,1.283594518157275211e+00
1.068167187930992856e+00,-7.057237476035599366e-01
6.591480022708270381e-01,-2.527660836961785673e+00
