strideIndex,timestamp
2.470000000000000000e+02,1.240092825000000065e+00
5.260000000000000000e+02,2.635084035999999852e+00
7.940000000000000000e+02,3.975192144000000205e+00
1.077000000000000000e+03,5.390046310999999868e+00
1.321000000000000000e+03,6.610056553999999807e+00
1.580000000000000000e+03,7.905178398000000328e+00
1.853000000000000000e+03,9.270001919000000257e+00
2.111000000000000000e+03,1.055993501000000023e+01
2.366000000000000000e+03,1.183496111999999911e+01
2.637000000000000000e+03,1.319001288499999980e+01
2.888000000000000000e+03,1.444495760200000056e+01
3.125000000000000000e+03,1.563008535500000029e+01
3.429000000000000000e+03,1.715010482799999991e+01
3.680000000000000000e+03,1.840507184899999871e+01
3.941000000000000000e+03,1.970991731599999852e+01
4.209000000000000000e+03,2.105011847100000111e+01
4.469000000000000000e+03,2.235011616999999973e+01
4.714000000000000000e+03,2.357509481199999968e+01
4.967000000000000000e+03,2.484005732700000024e+01
5.212000000000000000e+03,2.606483211200000127e+01
5.468000000000000000e+03,2.734491483000000045e+01
5.726000000000000000e+03,2.863487138500000029e+01
5.979000000000000000e+03,2.989990087199999991e+01
6.258000000000000000e+03,3.129485130799999837e+01
6.884000000000000000e+03,3.442487249399999882e+01
