strideIndex,timestamp
7.000000000000000000e+01,3.551982940000000255e-01
2.870000000000000000e+02,1.440036944999999902e+00
5.070000000000000000e+02,2.539993792000000195e+00
7.270000000000000000e+02,3.640007825000000086e+00
9.700000000000000000e+02,4.855012230999999900e+00
1.196000000000000000e+03,5.985164572000000405e+00
1.417000000000000000e+03,7.090125697000000393e+00
1.694000000000000000e+03,8.475006246999999604e+00
1.942000000000000000e+03,9.714975613000000010e+00
2.171000000000000000e+03,1.085999398599999921e+01
2.416000000000000000e+03,1.208511569000000030e+01
2.662000000000000000e+03,1.331496394999999922e+01
2.948000000000000000e+03,1.474490683900000043e+01
3.423000000000000000e+03,1.711984722300000072e+01
