strideIndex,timestamp
5.790000000000000000e+02,2.899996079000000115e+00
7.240000000000000000e+02,3.624991749999999957e+00
8.770000000000000000e+02,4.389880641999999611e+00
1.016000000000000000e+03,5.084890356999999916e+00
1.168000000000000000e+03,5.844833216999999692e+00
1.307000000000000000e+03,6.539799181000000239e+00
1.458000000000000000e+03,7.294827471999999702e+00
1.595000000000000000e+03,7.979766403000000174e+00
1.754000000000000000e+03,8.774874282000000747e+00
1.907000000000000000e+03,9.539727476999999567e+00
2.061000000000000000e+03,1.030968568199999957e+01
2.210000000000000000e+03,1.105463369199999946e+01
2.358000000000000000e+03,1.179464660000000009e+01
2.505000000000000000e+03,1.252960571700000081e+01
2.652000000000000000e+03,1.326459921800000075e+01
2.795000000000000000e+03,1.397958611399999995e+01
2.944000000000000000e+03,1.472460002599999918e+01
3.087000000000000000e+03,1.543949183800000036e+01
3.233000000000000000e+03,1.616950136999999899e+01
3.388000000000000000e+03,1.694443530499999895e+01
3.542000000000000000e+03,1.771460707099999965e+01
3.687000000000000000e+03,1.843943493900000163e+01
3.833000000000000000e+03,1.916940065200000021e+01
3.983000000000000000e+03,1.991936364700000084e+01
5.202000000000000000e+03,2.601414694500000024e+01
