strideIndex,timestamp
4.840000000000000000e+02,2.425263455000000068e+00
7.840000000000000000e+02,3.925142627000000051e+00
1.019000000000000000e+03,5.100153007000000294e+00
1.254000000000000000e+03,6.275098004000000174e+00
1.479000000000000000e+03,7.400075426999999983e+00
1.694000000000000000e+03,8.475130421999999442e+00
1.924000000000000000e+03,9.625033241000000572e+00
2.149000000000000000e+03,1.075006994299999974e+01
2.374000000000000000e+03,1.187517632700000014e+01
2.579000000000000000e+03,1.290001474399999992e+01
2.813000000000000000e+03,1.407014923100000026e+01
3.034000000000000000e+03,1.517504928600000014e+01
3.239000000000000000e+03,1.620000749000000084e+01
3.479000000000000000e+03,1.740003474199999900e+01
3.709000000000000000e+03,1.854998727099999911e+01
3.919000000000000000e+03,1.959997242900000103e+01
4.149000000000000000e+03,2.074996432800000079e+01
4.389000000000000000e+03,2.194988817200000142e+01
5.322000000000000000e+03,2.661494348500000129e+01
