displacement,heading_change
6.453465109215547058e-01,1.054473741306170886e+00
1.097559059517475122e+00,2.601987384320522345e+00
1.295590173155429348e+00,-2.146746805246938727e+00
1.418728771773154707e+00,-6.154098288943955497e-01
1.398681404445730525e+00,5.421819193586467911e-01
1.166789473759644036e+00,1.843647208589070718e+00
5.911971733281436991e-01,2.959203360836880847e+00
1.372427862305302559e+00,-2.632857409947416016e+00
1.196117385261803223e+00,-1.204509832095266519e+00
1.282143936300401910e+00,2.051817812786779771e-01
1.092769132488879746e+00,1.188812779800904496e+00
5.861419465625348213e-01,2.390389167648471425e+00
1.301721163141683624e+00,-3.058485739321962438e+00
1.279351896211780693e+00,-1.826182665865823562e+00
1.222541912700186417e+00,-4.522520868466594068e-01
1.391346887141718724e+00,8.081393767846133391e-01
5.436431032650860251e-01,1.993556352043873048e+00
1.310412211785921155e+00,2.961010110374034721e+00
1.208856059741444833e+00,-2.046668520279254722e+00
1.321052399479876405e+00,-5.764889203465639600e-01
1.290914288667535326e+00,8.148917911682042048e-01
1.200969501623129876e+00,2.218274779687456011e+00
6.575164462569981216e-01,3.103785316745364842e+00
1.269249091646684757e+00,-2.153460532159431118e+00
1.420145787671292847e+00,-6.576888060547839698e-01
1.241046523513128719e+00,6.712897619715936237e-01
1.370978916568875938e+00,1.701082881974681937e+00
6.749882259306025922e-01,2.879615384550312740e+00
5.991959006401638144e-01,-2.762761975020531668e+00
1.362708472859734732e+00,-2.038445873428303301e+00
1.320940323567503016e+00,-5.658617401879668662e-01
8.449443970796227665e-01,1.002670950184753940e+00
6.441168121688435333e-01,-3.139555527807865509e+00
