strideIndex,timestamp,gcpX,gcpY
5.890000000000000000e+02,2.950228276999999899e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.240000000000000000e+02,4.125211632000000073e+00,9.317133947122292481e-01,-9.563520831926951571e-01
1.029000000000000000e+03,5.150232475000000143e+00,-1.329898333036894087e-02,-1.871749992747631541e+00
1.314000000000000000e+03,6.575205418000000357e+00,-1.055485505945033875e+00,-8.138014846842639427e-01
1.539000000000000000e+03,7.700161166000000001e+00,-1.348339880100224653e+00,5.413337063070096100e-01
1.764000000000000000e+03,8.825344639000000768e+00,7.036817009717422078e-03,9.122806514390722210e-01
2.019000000000000000e+03,1.010014443700000086e+01,1.319505990347383806e+00,8.037216002509784962e-01
2.224000000000000000e+03,1.112513216600000021e+01,1.824736785092237579e+00,-5.851858021610202298e-01
2.449000000000000000e+03,1.225021912599999929e+01,9.697660151257279093e-01,-1.847687602111524274e+00
2.674000000000000000e+03,1.337515569199999987e+01,-5.612368212694404113e-01,-1.867702061736277619e+00
2.884000000000000000e+03,1.442514152200000055e+01,-1.493053436128076950e+00,-7.248801019997637152e-01
3.109000000000000000e+03,1.555019657699999946e+01,-1.072386639923077256e+00,7.238814214695623583e-01
3.339000000000000000e+03,1.670013646199999968e+01,2.531976927644755682e-01,1.181449580977770308e+00
3.599000000000000000e+03,1.800025834899999921e+01,1.660812993616883393e+00,5.229054651789806218e-01
3.809000000000000000e+03,1.904979865800000027e+01,2.008955813870989537e+00,-7.276653963733157315e-01
4.044000000000000000e+03,2.022487521400000077e+01,1.030712844370139880e+00,-1.847197344009527287e+00
4.264000000000000000e+03,2.132482238100000060e+01,-4.625673067199493338e-01,-1.868388142411934627e+00
4.484000000000000000e+03,2.242479271999999924e+01,-1.253874818306097927e+00,-6.127904811599242940e-01
4.689000000000000000e+03,2.344980817300000098e+01,-3.721655184146655526e-01,6.156961659897042249e-01
4.939000000000000000e+03,2.469979848799999900e+01,1.068274437990317960e+00,6.822157702122222389e-01
5.164000000000000000e+03,2.582476765899999904e+01,1.680614845883276143e+00,-5.867073271780876009e-01
5.384000000000000000e+03,2.692486833499999932e+01,9.742780903097123524e-01,-1.859448817009859978e+00
5.619000000000000000e+03,2.810018753299999972e+01,-5.237256540415551331e-01,-1.827322916183014012e+00
5.834000000000000000e+03,2.917504457400000106e+01,-1.397994298352864373e+00,-7.298808994764434122e-01
6.064000000000000000e+03,3.032514425500000144e+01,-6.263112170288438474e-01,5.418093328463013947e-01
6.269000000000000000e+03,3.135005437999999955e+01,9.100269411459851465e-01,6.570031117878654126e-01
6.504000000000000000e+03,3.252509216499999667e+01,1.417295669448278561e+00,-7.965463294837527020e-01
6.724000000000000000e+03,3.362513386399999860e+01,3.293545418045917827e-01,-1.825209586670617057e+00
6.939000000000000000e+03,3.469998396599999779e+01,-1.098869650986332491e+00,-1.569849572307088881e+00
7.149000000000000000e+03,3.575005576899999937e+01,-1.274874702895162137e+00,-1.243008691776710806e-01
7.389000000000000000e+03,3.695004852299999953e+01,-1.455022902066282209e-01,8.450622835551960810e-01
7.604000000000000000e+03,3.802493415600000048e+01,1.291199951310721072e+00,4.475261265976868685e-01
7.829000000000000000e+03,3.915000186500000012e+01,1.487184519550511563e+00,-1.035413505026784753e+00
8.054000000000000000e+03,4.027495042299999994e+01,2.848675361004892048e-01,-1.837234855392047450e+00
8.294000000000000000e+03,4.147502631700000109e+01,-3.755727106179823638e-01,-6.346151205469471313e-01
8.978000000000000000e+03,4.489493627499999917e+01,-6.490615094097652860e-02,4.218723057507967750e-03
