displacement,heading_change
1.258240109249780803e+00,9.283190764624155156e-01
9.676299225572073670e-01,1.712796925512211632e-01
1.187834644369480275e+00,-2.183422208673437837e+00
1.515168106105612811e+00,-2.102165730196503990e+00
1.596622522191514459e+00,-2.995635594889555442e+00
2.103660363000759759e+00,2.018722643865557664e+00
1.401292189261036825e+00,7.067963947361390886e-01
1.536651721414778127e+00,-1.924814629667061794e-01
1.558470208974931825e+00,-1.492378380766141710e+00
1.743548407944738310e+00,-2.516434531867378865e+00
1.566193998202120241e+00,2.479708989271185882e+00
1.718791290815159689e+00,1.330331021655975166e+00
1.739790273667485954e+00,3.533434007241486596e-01
2.115237870965314571e+00,-1.345300779621746212e+00
1.436715765002222422e+00,-2.523421235888390957e+00
1.671212612606567616e+00,2.334464197343181890e+00
1.759153190717083648e+00,1.021487763518486247e+00
1.686400122602816243e+00,-2.524528396751897219e-01
1.733935460080687996e+00,-1.693147525029508049e+00
1.765881786276376930e+00,-2.807975706184584475e+00
1.710978637097640975e+00,2.184490970157799694e+00
1.711838342364512489e+00,8.103420160596914723e-01
1.416616440789888021e+00,-4.273834614138760091e-01
1.665468697893706329e+00,-1.667374258085933425e+00
1.644689428028122791e+00,-2.938634626986093235e+00
1.678905558127693709e+00,2.021618947369907549e+00
1.672906287635311573e+00,7.917140804668146847e-01
1.687136262378589269e+00,-3.549750177346465696e-01
1.604273403552500810e+00,-1.628057181062255721e+00
1.633665972066244976e+00,-2.715282592151011087e+00
1.769752272998465825e+00,2.162449083623825707e+00
7.807114006200380762e-01,1.211512207171238975e+00
1.374947267131218620e+00,-5.793603740881028141e-01
5.719645196506699669e-01,-6.790734770275235199e-01
