displacement,heading_change
1.161667472806169998e+00,-1.422205564193070204e+00
1.226384671591346454e+00,2.055101944382929924e-01
1.387657877031875930e+00,1.468730978779905660e+00
1.267835344614031579e+00,2.135216993543521902e+00
1.431269522731912769e+00,3.010220678782562054e+00
1.260379874137210754e+00,-1.926405262003150876e+00
1.290117830357682571e+00,-8.241550539168990275e-01
1.425767060377305162e+00,-3.086886881886881026e-02
1.314748569543770174e+00,1.285205479950094931e+00
1.245879979667743331e+00,2.698075521170742785e+00
1.267510782397593516e+00,-3.141327864691282112e+00
1.359214995347382882e+00,-1.658168882315520731e+00
1.416365478478158080e+00,-3.450223498882385442e-01
1.230068083680087465e+00,2.740562717369094403e-01
1.319555759596108935e+00,1.619108432210657256e+00
1.378757305031203195e+00,2.912142151559088177e+00
1.296699363664821414e+00,-3.021232365085379179e+00
1.331992831146100675e+00,-1.559980856741664423e+00
1.371484661498873603e+00,-2.365639290036523068e-01
1.271484444236913536e+00,2.537825898474626030e-01
1.359325992125031579e+00,1.674875982089682802e+00
1.158445143421897416e+00,2.816577247637319203e+00
1.364975910366442946e+00,-1.803900248510059257e+00
3.849820049447122416e-01,-1.496215436187879888e+00
