strideIndex,timestamp
2.890000000000000000e+02,1.449989033000000038e+00
5.830000000000000000e+02,2.919981506000000060e+00
9.560000000000000000e+02,4.784967847999999968e+00
1.337000000000000000e+03,6.689901290999999972e+00
1.758000000000000000e+03,8.794817889999999139e+00
2.109000000000000000e+03,1.054982206500000075e+01
2.476000000000000000e+03,1.238481376300000036e+01
2.837000000000000000e+03,1.418983537399999939e+01
3.133000000000000000e+03,1.566975210500000060e+01
3.453000000000000000e+03,1.726989453099999849e+01
3.766000000000000000e+03,1.883479524199999844e+01
4.067000000000000000e+03,2.033978812399999825e+01
4.381000000000000000e+03,2.190975760199999911e+01
4.774000000000000000e+03,2.387476368600000143e+01
5.088000000000000000e+03,2.544471658899999866e+01
5.402000000000000000e+03,2.701462760100000082e+01
5.731000000000000000e+03,2.865970433400000061e+01
6.046000000000000000e+03,3.023470134000000087e+01
6.447000000000000000e+03,3.223969771899999870e+01
6.769000000000000000e+03,3.384971664100000055e+01
7.092000000000000000e+03,3.546467842900000278e+01
7.504000000000000000e+03,3.752469416600000329e+01
7.799000000000000000e+03,3.899956447200000298e+01
8.121000000000000000e+03,4.060955609799999877e+01
8.452000000000000000e+03,4.226457343799999933e+01
8.793000000000000000e+03,4.396952701200000035e+01
9.139000000000000000e+03,4.569960443499999769e+01
9.471000000000000000e+03,4.735956852599999678e+01
9.785000000000000000e+03,4.892949246500000271e+01
1.012400000000000000e+04,5.062452468899999758e+01
1.044200000000000000e+04,5.221449957499999783e+01
1.081000000000000000e+04,5.405446593300000302e+01
1.114100000000000000e+04,5.570949605599999899e+01
1.178300000000000000e+04,5.891942895500000077e+01
