displacement,heading_change
9.825591680723582133e-01,4.507154419669155976e-01
9.190943373149342843e-01,1.648996478211011141e+00
1.198051647162565292e+00,2.989654027040546502e+00
1.594512136938416536e+00,-2.188250769012977326e+00
1.228162802237758422e+00,-1.336593181353575410e+00
9.079637523514698660e-01,8.996735549928814857e-01
1.516508488112801478e+00,1.697290526704174907e+00
1.141789788214749191e+00,1.021197025496898059e+00
7.647060745780670521e-01,-7.365478328662550256e-01
1.328273742723278250e+00,-1.627728685560179356e+00
1.165204752336236327e+00,-1.642900435654162772e+00
8.864851092656522713e-01,3.102236004165698446e+00
9.457055462016068503e-01,9.404895634152987682e-01
