strideIndex,timestamp
5.470000000000000000e+02,2.740083395000000088e+00
8.330000000000000000e+02,4.170126491999999629e+00
1.069000000000000000e+03,5.350114537999999698e+00
1.296000000000000000e+03,6.485104244999999601e+00
1.541000000000000000e+03,7.710073256000000264e+00
1.801000000000000000e+03,9.010209635000000716e+00
2.051000000000000000e+03,1.026032101999999924e+01
2.302000000000000000e+03,1.151504649199999974e+01
2.618000000000000000e+03,1.309498176900000033e+01
3.246000000000000000e+03,1.623500151500000044e+01
