displacement,heading_change
9.891510739877802383e-01,2.532999757558330955e+00
1.004513453203562889e+00,-2.086388963119507167e+00
1.552551465963422972e+00,-5.019658201759725352e-02
1.452921642555833559e+00,9.237795338371543874e-01
1.190822845759705206e+00,2.517576285296073468e+00
1.432714944094078069e+00,-2.888253733164258374e+00
1.146687400271319879e+00,-1.614580504030225461e+00
1.527607060048074672e+00,-1.752884241644924457e-01
1.416994047966669834e+00,7.635075650553158066e-01
8.463806127321931161e-01,2.421755531443571918e+00
1.584291998098332988e+00,-2.033048358749409257e+00
1.265577145652211577e+00,-2.942555452359808754e+00
1.305627735285483260e+00,1.193562042356210995e+00
1.413188171679402139e+00,-4.674357830408209513e-01
9.656753077138692243e-01,5.262452004584049492e-01
1.164178771240877541e+00,2.456354344609295470e+00
1.412456264405201445e+00,-2.767326203714782107e+00
1.412446559875280006e+00,-1.510011986203877665e+00
1.374585665692896086e+00,-2.666476029776693873e-02
7.459617084695924216e-01,2.241274419029053000e+00
