strideIndex,timestamp
1.440000000000000000e+02,7.252073369999999519e-01
4.890000000000000000e+02,2.450012438999999986e+00
8.090000000000000000e+02,4.050166661999999640e+00
1.174000000000000000e+03,5.874951146999999985e+00
1.509000000000000000e+03,7.549943857999999786e+00
1.814000000000000000e+03,9.074998225999999946e+00
2.184000000000000000e+03,1.092510831599999932e+01
2.454000000000000000e+03,1.227513444100000051e+01
2.779000000000000000e+03,1.389994605400000083e+01
3.719000000000000000e+03,1.859989808199999928e+01
4.299000000000000000e+03,2.149986506500000161e+01
