strideIndex,timestamp
3.690000000000000000e+02,1.849757372000000011e+00
5.020000000000000000e+02,2.514964803999999887e+00
6.290000000000000000e+02,3.150171118999999909e+00
7.490000000000000000e+02,3.750153740000000013e+00
9.060000000000000000e+02,4.535110010000000358e+00
1.038000000000000000e+03,5.195081496000000243e+00
1.209000000000000000e+03,6.049908932000000128e+00
1.362000000000000000e+03,6.815007338000000026e+00
1.506000000000000000e+03,7.534985550000000032e+00
1.652000000000000000e+03,8.264939559000000102e+00
1.789000000000000000e+03,8.949875348000000841e+00
2.050000000000000000e+03,1.025476824399999920e+01
3.837000000000000000e+03,1.918960940599999887e+01
