displacement,heading_change
5.360747412381869914e-01,-3.108994541535423206e+00
7.664445018880621241e-01,-1.621995684353428224e+00
9.524624393783908127e-01,-2.917750118048120095e-02
1.081462952767403563e+00,9.079050652339277772e-01
9.426937930002866617e-01,1.639320765020413351e+00
9.929577909056411800e-01,2.916794437211553070e+00
1.044872593970110008e+00,-2.553821446064722611e+00
9.921917669741111556e-01,-1.966004569450980011e+00
9.623561992092640738e-01,-9.149111571438235391e-01
9.739798721937548143e-01,1.544652823463720653e-02
1.082397938005716265e+00,8.728451415034065297e-01
9.548783862022366398e-01,1.320514411127646115e+00
7.557743497994192650e-01,2.346220132368146416e+00
1.071409946411116421e+00,-3.061446102728462737e+00
9.707231221285618217e-01,-2.647857407715288769e+00
1.029760629263390070e+00,-1.624008872253900782e+00
1.033628359362346982e+00,-4.508132873374100513e-01
1.070354284393080224e+00,3.889118274341304415e-01
1.064815905866282497e+00,8.932500050689071713e-01
8.084679962519437657e-01,1.930717475793853444e+00
7.660693549341759390e-01,-2.766209025453049364e+00
9.780813002419329605e-01,-1.846074372410201780e+00
