strideIndex,timestamp
4.640000000000000000e+02,2.325047188000000098e+00
6.240000000000000000e+02,3.125173918000000217e+00
7.740000000000000000e+02,3.875074907000000124e+00
9.240000000000000000e+02,4.625059063000000137e+00
1.079000000000000000e+03,5.400003423000000247e+00
1.239000000000000000e+03,6.199960302000000034e+00
1.399000000000000000e+03,6.999977223000000137e+00
1.554000000000000000e+03,7.774979246000000010e+00
1.699000000000000000e+03,8.499949450000000795e+00
1.854000000000000000e+03,9.275060272999999356e+00
2.009000000000000000e+03,1.004990788699999982e+01
2.154000000000000000e+03,1.077501905299999940e+01
2.309000000000000000e+03,1.154985803499999975e+01
2.464000000000000000e+03,1.232494852700000010e+01
2.614000000000000000e+03,1.307484435699999992e+01
2.759000000000000000e+03,1.379995828600000074e+01
2.909000000000000000e+03,1.454982087600000007e+01
3.069000000000000000e+03,1.534994990999999942e+01
3.219000000000000000e+03,1.609995106199999881e+01
3.379000000000000000e+03,1.689985847100000171e+01
3.529000000000000000e+03,1.764979476599999941e+01
3.684000000000000000e+03,1.842490700600000153e+01
3.844000000000000000e+03,1.922482403200000078e+01
4.004000000000000000e+03,2.002482670699999900e+01
4.159000000000000000e+03,2.079985040300000065e+01
4.319000000000000000e+03,2.159976096999999839e+01
5.012000000000000000e+03,2.506478119100000157e+01
