strideIndex,timestamp
2.040000000000000000e+02,1.025305372000000048e+00
4.990000000000000000e+02,2.500093607999999801e+00
7.640000000000000000e+02,3.825067456999999838e+00
1.039000000000000000e+03,5.200270385999999689e+00
1.314000000000000000e+03,6.575255075000000282e+00
1.609000000000000000e+03,8.050233428000000302e+00
1.889000000000000000e+03,9.450209601999999265e+00
2.154000000000000000e+03,1.077501903399999961e+01
2.459000000000000000e+03,1.229998867199999957e+01
2.714000000000000000e+03,1.357523913300000018e+01
2.969000000000000000e+03,1.485017147399999971e+01
3.269000000000000000e+03,1.634992042100000020e+01
3.519000000000000000e+03,1.760005753900000158e+01
3.799000000000000000e+03,1.900012249999999980e+01
4.079000000000000000e+03,2.040006980400000103e+01
4.339000000000000000e+03,2.170010939399999828e+01
4.599000000000000000e+03,2.299997674800000169e+01
4.874000000000000000e+03,2.437497741500000004e+01
5.159000000000000000e+03,2.579989658999999946e+01
5.444000000000000000e+03,2.722496040800000117e+01
5.734000000000000000e+03,2.867493899799999824e+01
5.989000000000000000e+03,2.994992940599999898e+01
6.244000000000000000e+03,3.122490542499999933e+01
6.519000000000000000e+03,3.260002456000000137e+01
6.764000000000000000e+03,3.382485400099999850e+01
7.039000000000000000e+03,3.519989227300000323e+01
7.344000000000000000e+03,3.672487238200000093e+01
7.604000000000000000e+03,3.802485074700000212e+01
7.864000000000000000e+03,3.932481832100000219e+01
8.149000000000000000e+03,4.074996228700000245e+01
8.394000000000000000e+03,4.197496401299999746e+01
8.669000000000000000e+03,4.334982545300000112e+01
8.989000000000000000e+03,4.494980385000000211e+01
9.334000000000000000e+03,4.667477705200000315e+01
9.717000000000000000e+03,4.858989870700000324e+01
