displacement,heading_change
6.615027322828590517e-01,6.626290569966356570e-01
8.298298763774414333e-01,1.769869907493778038e+00
1.166442002403544231e+00,3.136005700128382312e+00
1.187122790155872298e+00,-2.023238438174499443e+00
1.125706589646498168e+00,-9.925521833296448992e-01
1.139140202263965396e+00,2.171908916646180798e-01
1.095628524842304552e+00,9.304698611137675046e-01
9.841471958688821076e-01,1.913074027850827585e+00
1.154393053005038805e+00,2.993862210770821264e+00
1.144069514754949335e+00,-2.293826477986760981e+00
1.192421843037529294e+00,-1.298928883601827122e+00
1.159176196579086104e+00,-2.138105475323160420e-01
1.192373678146976035e+00,8.403068752800219032e-01
1.057770260536962326e+00,1.723376616138290185e+00
1.207846587262539240e+00,2.835859338289338005e+00
1.194461478303848301e+00,-2.705454181527063184e+00
1.093032814428858801e+00,-1.751211355659911373e+00
1.075012127698438347e+00,-6.468232932381408062e-01
1.101288947712373290e+00,3.190848834347491669e-01
1.173131422821356518e+00,1.099820081996965904e+00
1.034156673439784235e+00,2.196976480501483753e+00
1.184269485486733497e+00,-2.921014314456349847e+00
1.073009150168907411e+00,-1.481247958045975643e+00
8.164842789111799171e-01,-2.704768835010661343e-01
