strideIndex,timestamp
5.490000000000000000e+02,2.750003539000000163e+00
6.840000000000000000e+02,3.425028788000000102e+00
8.590000000000000000e+02,4.300080191000000163e+00
1.014000000000000000e+03,5.074901865000000178e+00
1.174000000000000000e+03,5.874987233999999781e+00
1.329000000000000000e+03,6.649921947000000166e+00
1.484000000000000000e+03,7.424950920999999759e+00
1.649000000000000000e+03,8.249890938000000062e+00
1.799000000000000000e+03,8.999896110999999976e+00
1.969000000000000000e+03,9.849944436999999553e+00
2.119000000000000000e+03,1.059993662199999953e+01
2.284000000000000000e+03,1.142494663299999935e+01
2.444000000000000000e+03,1.222477381100000038e+01
2.604000000000000000e+03,1.302485435700000060e+01
2.769000000000000000e+03,1.384973144499999975e+01
2.934000000000000000e+03,1.467476444499999921e+01
3.094000000000000000e+03,1.547480329300000079e+01
3.254000000000000000e+03,1.627480059299999837e+01
3.419000000000000000e+03,1.709979226700000154e+01
3.574000000000000000e+03,1.787476337700000073e+01
3.739000000000000000e+03,1.869977414099999891e+01
3.904000000000000000e+03,1.952472792800000079e+01
4.069000000000000000e+03,2.034974615400000175e+01
4.229000000000000000e+03,2.114968673199999927e+01
4.389000000000000000e+03,2.194969864500000156e+01
4.549000000000000000e+03,2.274966992999999960e+01
4.724000000000000000e+03,2.362452998999999920e+01
5.367000000000000000e+03,2.683949759800000123e+01
