strideIndex,timestamp
2.390000000000000000e+02,1.199756948999999961e+00
4.090000000000000000e+02,2.049827706999999943e+00
5.790000000000000000e+02,2.900005257000000114e+00
7.490000000000000000e+02,3.749807870000000154e+00
9.290000000000000000e+02,4.650000166999999962e+00
1.114000000000000000e+03,5.575005716999999805e+00
1.289000000000000000e+03,6.449784703999999813e+00
1.469000000000000000e+03,7.349734194999999914e+00
1.649000000000000000e+03,8.249730863999999997e+00
1.834000000000000000e+03,9.174777067999999147e+00
2.004000000000000000e+03,1.002471837000000043e+01
2.189000000000000000e+03,1.094992020299999957e+01
2.444000000000000000e+03,1.222492828200000048e+01
2.684000000000000000e+03,1.342469313099999972e+01
2.989000000000000000e+03,1.494993670100000038e+01
3.249000000000000000e+03,1.624976412699999884e+01
3.504000000000000000e+03,1.752466754900000012e+01
3.779000000000000000e+03,1.889985836500000005e+01
4.099000000000000000e+03,2.049962598200000130e+01
4.359000000000000000e+03,2.179982256699999965e+01
5.203000000000000000e+03,2.601968991000000031e+01
