strideIndex,timestamp
2.240000000000000000e+02,1.125385486000000101e+00
3.940000000000000000e+02,1.975126936000000111e+00
5.590000000000000000e+02,2.800087935000000083e+00
7.190000000000000000e+02,3.600174920999999806e+00
8.740000000000000000e+02,4.375025496000000125e+00
1.034000000000000000e+03,5.175168719000000195e+00
1.194000000000000000e+03,5.975142620999999821e+00
1.354000000000000000e+03,6.775102288000000250e+00
1.519000000000000000e+03,7.600068410999999635e+00
1.679000000000000000e+03,8.400044907999999921e+00
1.834000000000000000e+03,9.174879346000000879e+00
1.989000000000000000e+03,9.949982158999999271e+00
2.149000000000000000e+03,1.074993282900000047e+01
2.309000000000000000e+03,1.154979687400000010e+01
2.464000000000000000e+03,1.232488820700000076e+01
2.614000000000000000e+03,1.307489394999999988e+01
2.769000000000000000e+03,1.384969234999999976e+01
2.924000000000000000e+03,1.462470104900000045e+01
3.084000000000000000e+03,1.542459828600000016e+01
3.244000000000000000e+03,1.622461605399999840e+01
3.394000000000000000e+03,1.697473637199999885e+01
3.544000000000000000e+03,1.772454212799999951e+01
3.709000000000000000e+03,1.854954560199999847e+01
3.859000000000000000e+03,1.929954254600000141e+01
4.004000000000000000e+03,2.002466717700000132e+01
4.169000000000000000e+03,2.084948784499999874e+01
4.334000000000000000e+03,2.167462844599999983e+01
4.499000000000000000e+03,2.249941479299999969e+01
5.418000000000000000e+03,2.709448553000000004e+01
