displacement,heading_change
4.192838178864298215e-01,-1.759761407902222574e+00
1.110154462341629511e+00,-1.366734163565877791e-01
1.318032784646058664e+00,1.113771566894190990e+00
1.384330870666597990e+00,2.366622079854737049e+00
1.451773799626741690e+00,-3.011685374213195487e+00
1.338040751697903596e+00,-2.081893240838276427e+00
1.244526358605911209e+00,-1.011178451154537639e+00
1.294283852309175753e+00,4.737367573864893766e-02
1.414133858151751522e+00,9.787498747999157089e-01
1.360669626224595419e+00,2.081876495904203317e+00
1.434998501146890204e+00,-3.127399567764731714e+00
1.297313295186739435e+00,-2.366429958855882809e+00
1.462361319554291939e+00,-1.132409637993268436e+00
1.337175607065950622e+00,-1.063544708579890335e-01
1.457946213352565135e+00,7.895937865214448514e-01
1.239791084222004125e+00,1.709036038536253299e+00
1.354594430382754844e+00,2.847235529028718570e+00
1.368575531424555569e+00,-2.574333554050793449e+00
1.364586370047651265e+00,-1.582941798080704343e+00
1.380024332557688638e+00,-6.558860134658096586e-01
1.359384316440950702e+00,4.348790186824679771e-01
1.448926191700070865e+00,1.071966700563558250e+00
1.252904350628155195e+00,2.051795939638522359e+00
1.379608787272438297e+00,3.057819575004520729e+00
1.380460240561678154e+00,-2.357472635390113869e+00
1.295351270569423452e+00,-9.502102666311719181e-01
6.301336703330912004e-01,1.444292139869647884e-01
