displacement,heading_change
8.997895679137917213e-01,2.166616572081502490e+00
1.023005797014785889e+00,-2.036487526965040207e+00
1.172362544252834704e+00,-1.083292840795179179e+00
1.181457004922298770e+00,6.283179182249946926e-02
1.149343602248431573e+00,8.287342427032998726e-01
1.142546723402785069e+00,1.579090155673025242e+00
1.144798375172621840e+00,2.494064970654250590e+00
1.176617269023988888e+00,-2.603654471282988769e+00
1.233162571363783488e+00,-1.782744187817883796e+00
1.150811570977686715e+00,-9.089742560003395422e-01
1.194997570508799178e+00,1.240929725303008685e-01
1.278767820680652978e+00,1.170745072914813889e+00
1.190777807054739013e+00,2.008361659411845412e+00
1.167531887970757243e+00,-3.014248682072311780e+00
1.191371420725584995e+00,-1.618398839874288786e+00
