strideIndex,timestamp,gcpX,gcpY
3.570000000000000000e+02,1.784932136999999974e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.620000000000000000e+02,2.809918165000000023e+00,-7.886079209667801182e-01,2.523599551998154111e-01
7.990000000000000000e+02,3.994874001000000341e+00,-2.176300456672740413e+00,7.294589243309198556e-01
9.990000000000000000e+02,4.994846343999999938e+00,-3.589024947146884692e+00,1.144208865879522419e+00
1.184000000000000000e+03,5.919822692999999525e+00,-5.083298723027850130e+00,1.599526208745401412e+00
1.357000000000000000e+03,6.784802914000000129e+00,-6.775772493417445475e+00,2.157609120635048061e+00
1.531000000000000000e+03,7.654789925000000217e+00,-8.671268418095475994e+00,2.780120324975158042e+00
1.704000000000000000e+03,8.519789696000000134e+00,-1.050193223414570376e+01,3.358976086460196520e+00
1.877000000000000000e+03,9.384785651999999700e+00,-1.223420996742463629e+01,3.913953432651911424e+00
2.049000000000000000e+03,1.024479293999999996e+01,-1.399753040304669405e+01,4.450455102097257587e+00
2.234000000000000000e+03,1.116978931000000053e+01,-1.572580198745416524e+01,5.034586363484357285e+00
2.470000000000000000e+03,1.234976291999999987e+01,-1.731597876506112144e+01,5.495158633556671113e+00
2.685000000000000000e+03,1.342474746999999979e+01,-1.857774123093301455e+01,6.296348049186259566e+00
2.853000000000000000e+03,1.426474189999999886e+01,-1.751998532085263349e+01,7.027655395443653141e+00
3.064000000000000000e+03,1.531972599000000024e+01,-1.604868251952625613e+01,6.476811436768292296e+00
3.277000000000000000e+03,1.638473319999999944e+01,-1.450674410338326226e+01,5.940271670467181409e+00
3.469000000000000000e+03,1.734475708000000083e+01,-1.291911745492666341e+01,5.415461585664629318e+00
3.642000000000000000e+03,1.820978545999999909e+01,-1.131607498050642668e+01,4.896250814200238111e+00
3.827000000000000000e+03,1.913478850999999992e+01,-9.587444534342585811e+00,4.352922386271609767e+00
4.006000000000000000e+03,2.002964400999999839e+01,-7.639925816339905751e+00,3.785243918273041963e+00
4.184000000000000000e+03,2.091952324000000019e+01,-5.733551269391931271e+00,3.154034692462047040e+00
4.373000000000000000e+03,2.186439705000000089e+01,-3.803449927520873519e+00,2.478575729898415680e+00
4.595000000000000000e+03,2.297426032999999990e+01,-2.268468557041548816e+00,1.920113383556771636e+00
4.815000000000000000e+03,2.407414054999999919e+01,-7.478858573023643430e-01,1.613818993706266802e+00
5.199000000000000000e+03,2.599397658999999905e+01,4.547184532100170817e-02,6.391880093392732221e-01
