displacement,heading_change
4.908131707274877575e-01,1.780261016618767789e+00
4.177795241422287975e-01,1.278416438374937236e+00
4.397042885859338002e-01,2.027794328105654298e+00
3.609425725869548907e-01,2.319851913288442091e+00
3.664371237684758142e-01,2.977345778132538534e+00
3.243339994044801000e-01,-2.853099475031349197e+00
2.928829038218974667e-01,-2.220798400119019078e+00
3.260090614864986081e-01,-9.839159527678564832e-01
5.963487347271436700e-01,2.647784998838130857e-02
6.586989127417044454e-01,1.605657861017573962e-01
7.016163291142727410e-01,-1.447078617036142434e-01
5.394544290942723253e-01,-5.258740396557575192e-01
4.098118620052856875e-01,-1.518328567103280013e+00
4.260826078157238239e-01,-2.246538627985587677e+00
4.505909077534991924e-01,-2.670046591889756460e+00
6.103458135863566447e-01,2.891672049271293510e+00
